ID,VIGENCIA,MES,NUCLEO NUMERO,PERSONAS_NUCLEO,EDAD,ETAPA_VIDA,GENERO,LGTBI,GESTANTE,CABEZA_DE_FAMILIA,DISCAPACIDAD,ADULTO_MAYOR,AFRODESCENDIENTE,MESTIZO,INDIGENA,RROM,AMENAZA,DESPLAZAMIENTO,RECLUTAMIENTO_FORZADO,SECUESTRO,HOMICIDIO,TORTURA,DELITOS_CONTRA_LIBERTAD_E_INTEGRIDAD_SEXUAL,MINAS_ANTIPERSONAL,ACTO_TERRORISTA,DESPOJO_Y_ABANDONO_DE_BIENES,VINCULACION_DE_NNA_GRUPOS_ARMADOS,MIGRANTES_VENEZOLANOS,ORIENTACION,ATENCION_PSICOLOGICA,APOYO,ARTICULACION_INTERINSTITUCIONAL,DECLARACION,MES_ORDEN,CURSO_VIDA,CURSO_VIDA_ORDEN,CANTIDAD,FECHA,DPTO_CCDGO,DPTO_CNMBR,MUNICIPIO_PROCEDENCIA,MPIO_CCDGO,ID_GENERADO
2555,2019,AGOSTO,Si,1,19,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,8,15-19,3,1,2019-08-01,81,ARAUCA,TAME,794,81794
2556,2019,AGOSTO,Si,1,31,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,8,30-34,6,1,2019-08-01,81,ARAUCA,TAME,794,81794
2557,2019,AGOSTO,Si,2,31,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,8,30-34,6,1,2019-08-01,5,ANTIOQUIA,ITAGUI,360,5360
2558,2019,AGOSTO,No,0,29,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,8,25-29,5,1,2019-08-01,5,ANTIOQUIA,ITAGUI,360,5360
2559,2019,SEPTIEMBRE,Si,1,24,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,20-24,4,1,2019-09-01,81,ARAUCA,TAME,794,81794
2560,2019,SEPTIEMBRE,Si,5,33,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,30-34,6,1,2019-09-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2561,2019,SEPTIEMBRE,No,0,12,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,10-14,2,1,2019-09-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2562,2019,SEPTIEMBRE,No,0,9,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,5-9,1,1,2019-09-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2563,2019,SEPTIEMBRE,No,0,7,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,5-9,1,1,2019-09-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2564,2019,SEPTIEMBRE,No,0,1,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,0-4,0,1,2019-09-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2565,2019,SEPTIEMBRE,Si,1,23,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,20-24,4,1,2019-09-01,81,ARAUCA,ARAUCA,1,81001
2566,2019,SEPTIEMBRE,Si,4,36,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,35-39,7,1,2019-09-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2567,2019,SEPTIEMBRE,No,0,31,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,30-34,6,1,2019-09-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2568,2019,SEPTIEMBRE,No,0,17,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,15-19,3,1,2019-09-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2569,2019,SEPTIEMBRE,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,10-14,2,1,2019-09-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2570,2019,SEPTIEMBRE,Si,3,50,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,50-54,10,1,2019-09-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2571,2019,SEPTIEMBRE,No,0,2,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,0-4,0,1,2019-09-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2572,2019,SEPTIEMBRE,No,0,14,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,10-14,2,1,2019-09-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2573,2019,SEPTIEMBRE,Si,1,34,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,30-34,6,1,2019-09-01,20,CESAR,VALLEDUPAR,1,20001
2574,2019,SEPTIEMBRE,Si,1,61,PERSONA MAYOR,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,9,60-64,12,1,2019-09-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2575,2019,OCTUBRE,Si,1,35,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,35-39,7,1,2019-10-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2576,2019,OCTUBRE,Si,4,32,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,30-34,6,1,2019-10-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2577,2019,OCTUBRE,No,0,22,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,20-24,4,1,2019-10-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2578,2019,OCTUBRE,No,0,8,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,5-9,1,1,2019-10-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2579,2019,OCTUBRE,No,0,2,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,0-4,0,1,2019-10-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
2580,2019,OCTUBRE,Si,4,33,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,30-34,6,1,2019-10-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2581,2019,OCTUBRE,No,0,26,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,25-29,5,1,2019-10-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2582,2019,OCTUBRE,No,0,7,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,5-9,1,1,2019-10-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2583,2019,OCTUBRE,No,0,11,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,10-14,2,1,2019-10-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2584,2019,OCTUBRE,No,0,9,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,5-9,1,1,2019-10-01,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,874,54874
2585,2019,OCTUBRE,Si,1,31,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,10,30-34,6,1,2019-10-01,73,TOLIMA,SAN ANTONIO,675,73675
2586,2019,NOVIEMBRE,Si,1,24,JOVENES,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,20-24,4,1,2019-11-01,81,ARAUCA,TAME,794,81794
2587,2019,NOVIEMBRE,Si,5,33,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,30-34,6,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2588,2019,NOVIEMBRE,No,0,27,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,25-29,5,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2589,2019,NOVIEMBRE,No,0,12,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,10-14,2,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2590,2019,NOVIEMBRE,No,0,9,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,5-9,1,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2591,2019,NOVIEMBRE,Si,4,41,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,40-44,8,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2592,2019,NOVIEMBRE,No,0,18,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,15-19,3,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2593,2019,NOVIEMBRE,No,0,13,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,10-14,2,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2594,2019,NOVIEMBRE,No,0,5,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,5-9,1,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2595,2019,NOVIEMBRE,Si,3,29,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,25-29,5,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2596,2019,NOVIEMBRE,No,0,45,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,45-49,9,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2597,2019,NOVIEMBRE,No,0,5,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,5-9,1,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2598,2019,NOVIEMBRE,No,0,17,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,15-19,3,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2599,2019,NOVIEMBRE,Si,2,26,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,25-29,5,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2600,2019,NOVIEMBRE,No,0,21,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,20-24,4,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2601,2019,NOVIEMBRE,Si,1,21,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,20-24,4,1,2019-11-01,81,ARAUCA,ARAUCA,1,81001
2602,2019,NOVIEMBRE,Si,2,59,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,55-59,11,1,2019-11-01,81,ARAUCA,ARAUCA,1,81001
2603,2019,NOVIEMBRE,No,0,60,PERSONA MAYOR,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,60-64,12,1,2019-11-01,81,ARAUCA,ARAUCA,1,81001
2604,2019,NOVIEMBRE,Si,1,24,JOVENES,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,20-24,4,1,2019-11-01,81,ARAUCA,TAME,794,81794
2605,2019,NOVIEMBRE,Si,5,33,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,30-34,6,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2606,2019,NOVIEMBRE,No,0,27,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,25-29,5,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2607,2019,NOVIEMBRE,No,0,12,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,10-14,2,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2608,2019,NOVIEMBRE,No,0,9,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,5-9,1,1,2019-11-01,5,ANTIOQUIA,LA ESTRELLA,380,5380
2609,2019,NOVIEMBRE,Si,4,41,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,40-44,8,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2610,2019,NOVIEMBRE,No,0,18,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,15-19,3,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2611,2019,NOVIEMBRE,No,0,13,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,10-14,2,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2612,2019,NOVIEMBRE,No,0,5,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,5-9,1,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2613,2019,NOVIEMBRE,Si,4,29,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,25-29,5,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2614,2019,NOVIEMBRE,No,0,45,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,45-49,9,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2615,2019,NOVIEMBRE,No,0,5,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,5-9,1,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2616,2019,NOVIEMBRE,No,0,17,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,15-19,3,1,2019-11-01,5,ANTIOQUIA,ARBOLETES,51,5051
2617,2019,NOVIEMBRE,Si,2,26,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,25-29,5,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2618,2019,NOVIEMBRE,No,0,21,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,20-24,4,1,2019-11-01,81,ARAUCA,ARAUQUITA,65,81065
2619,2019,NOVIEMBRE,Si,1,21,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,20-24,4,1,2019-11-01,81,ARAUCA,ARAUCA,1,81001
2620,2019,NOVIEMBRE,Si,2,59,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,55-59,11,1,2019-11-01,81,ARAUCA,ARAUCA,1,81001
2621,2019,NOVIEMBRE,No,0,60,PERSONA MAYOR,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,11,60-64,12,1,2019-11-01,81,ARAUCA,ARAUCA,1,81001
2622,2020,ENERO,Si,5,46,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,1,45-49,9,1,2020-01-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2623,2020,ENERO,No,0,42,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,1,40-44,8,1,2020-01-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2624,2020,ENERO,No,0,19,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,1,15-19,3,1,2020-01-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2625,2020,ENERO,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,1,10-14,2,1,2020-01-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2626,2020,ENERO,No,0,9,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,1,5-9,1,1,2020-01-01,68,SANTANDER,BARRANCABERMEJA,81,68081
2627,2020,FEBRERO,Si,2,39,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,2,35-39,7,1,2020-02-01,-89,SIN INFORMACION,NO DISPONIBLE,-89,-89
2628,2020,FEBRERO,No,0,18,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,2,15-19,3,1,2020-02-01,-89,SIN INFORMACION,NO DISPONIBLE,-89,-89
2629,2020,MARZO,Si,1,19,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,PERSONERIA,3,15-19,3,1,2020-03-01,5,ANTIOQUIA,MEDELLIN,1,5001
2630,2020,ENERO,Si,7,36,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,35-39,7,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2631,2020,ENERO,No,0,41,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,40-44,8,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2632,2020,ENERO,No,0,5,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,5-9,1,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2633,2020,ENERO,No,0,14,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,10-14,2,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2634,2020,ENERO,No,0,19,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,15-19,3,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2635,2020,ENERO,No,0,22,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,20-24,4,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2636,2020,ENERO,No,0,39,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,35-39,7,1,2020-01-01,68,SANTANDER,SABANA DE TORRES,655,68655
2637,2020,ENERO,Si,2,37,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,35-39,7,1,2020-01-01,54,NORTE DE SANTANDER,HERRAN,347,54347
2638,2020,ENERO,No,0,17,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,15-19,3,1,2020-01-01,54,NORTE DE SANTANDER,HERRAN,347,54347
2639,2020,ENERO,Si,1,14,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,10-14,2,1,2020-01-01,54,NORTE DE SANTANDER,SARDINATA,720,54720
2640,2020,ENERO,Si,1,42,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,40-44,8,1,2020-01-01,13,BOLIVAR,MORALES,473,13473
2641,2020,ENERO,Si,2,44,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,40-44,8,1,2020-01-01,54,NORTE DE SANTANDER,HERRAN,347,54347
2642,2020,ENERO,No,0,20,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,20-24,4,1,2020-01-01,54,NORTE DE SANTANDER,HERRAN,347,54347
2643,2020,ENERO,Si,4,25,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,25-29,5,1,2020-01-01,81,ARAUCA,TAME,794,81794
2644,2020,ENERO,No,0,23,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,20-24,4,1,2020-01-01,81,ARAUCA,TAME,794,81794
2645,2020,ENERO,No,0,8,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,5-9,1,1,2020-01-01,81,ARAUCA,TAME,794,81794
2646,2020,ENERO,No,0,3,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,DEFENSORIA DEL PUEBLO,1,0-4,0,1,2020-01-01,81,ARAUCA,TAME,794,81794
